eventid,event_date,year,month,day,region,city,lat,long,success,suicide,group_name,motive,killed,wounded,total_casualties,summary,attack_type,weapon_type,weapon_detail,weapon_detail_new,target_type,target_subtype,corp1,target,nationality
2.01E+11,4/29/2012,2012,4,29,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,3,0,3,"04/29/2012: Gunmen opened fire on a group of Transitional Federal Government (TFG) soldiers in Mogadishu city, Banaadir region, Somalia. Three TFG soldiers were killed in the attack. No group claimed responsibility for this incident.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Transitional Federal Government (TFG),soldiers,Somalia
2.01E+11,8/1/2011,2011,8,1,Jubbada Dhexe,Saakoow,1.644167,42.451111,1,0,Al Shabaab,The specific motive for the attack was due to spying allegations against the victim.,1,0,1,"08/21/2011 (Default Date): On Sunday, in the Sakow district of Jubbada Hoose, Somalia, in one of two related attacks, militants kidnapped one man that had been accused of spying for the Kenyan government on the al-Shabaab militant group. The man was later executed on 08/23/2011 by al-Shabaab militants in the district of Daynile in Mogadishu, Banaadir, Somalia. An al-Shabaab judge claimed responsibility for the attack through a statement to reporter Dahir Ahmed Omar.",hostage taking (kidnapping),Unknown,unknown weapons,unknown weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,5/1/2012,2012,5,1,Galguduud,Dhuusamareeb,5.537022,46.389051,1,1,Al Shabaab,,7,6,13,"05/01/2012: A suicide bomber detonated outside a cafe in Dhusamareb town, Galguduud region, Somalia. The blast was targeting a meeting between military and government officials. Seven people, including the bomber, were killed and six injured in the explosion, including members of parliament and military officials. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,suicide bombing,a suicide bomb was used in the attack.,military,military personnel,Transitional Federal Government (TFG),sna officials,Somalia
2.01E+11,5/2/2012,2012,5,2,Mudug,Gaalkacyo,6.774396,47.429032,1,0,Al Shabaab,"The specific motive is unknown; however, the target had previously received death threats.  Colleagues speculated that his recent coverage of a program which encouraged young people to lay down their weapons may have contributed to his death.",1,0,1,"05/02/2012: Gunmen opened fire on a journalist in Galkayo area, Mudug region, Somalia. The journalist, Farhan Abdulle, was killed in the attack. No group claimed responsibility for the incident; however, Abdulle's colleagues suspected he was killed due to his program discouraging Somali youth from joining the fighting. Furthermore, his colleagues suspected Al-Shabaab of perpetrating the attack.",Assassination,Firearms,pistols,pistols were used in the attack.,journalists & media,journalist,Unknown,journalist: farhan jemis abdulle,Somalia
2.01E+11,5/3/2012,2012,5,3,Hiiraan,Maxaas,4.389634,46.087201,1,0,Al Shabaab,,,,0,"05/03/2012: Thirty assailants attacked an Ahlu Sunna wal Jama'a base in Goobo municipality near Maxaas village, Hiiraan region, Somalia. The number of casualties sustained in the attack is unknown. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,heavy weapons,heavy weapons were used in the attack.,military,paramilitary,Ahlu Sunna Wal Jamaa (ASWJ),forces,Somalia
2.01E+11,5/3/2012,2012,5,3,Jubbada Hoose,Afmadow,0.515119,42.07264,1,0,Al Shabaab,,10,20,30,"05/03/2012: Assailants attacked Raaskaambooni and Gandi militia groups in Afmadow district, Lower Juba region, Somalia. In the ensuing battle, 10 attackers were killed and 20 injured. No group claimed responsibility; however, a militia spokesperson attributed the incident to al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,terrorists/non-state militia,non-state militia,Raskamboni Movement; Gandi Militia,kamboni members,Somalia
2.01E+11,5/3/2012,2012,5,3,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,0,0,"05/03/2012: Gunmen attacked a soldier's home in Hamar Jajab neighborhood, Mogadishu city, Banaadir region, Somalia. One assailant and an unknown number of soldiers were killed in the assault. No group claimed responsibility for the incident; however, media reports attributed it to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),soldiers,Somalia
2.01E+11,5/4/2012,2012,5,4,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,0,0,"05/04/2012: Assailants fired 10 rockets at the presidential palace in Mogadishu city, Banaadir region, Somalia. No one was hurt in the attack; however, the palace sustained damage. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,mortar shells,ten mortar shells were used in the attack.,government,govt building,Government of Somalia,villa somalia,Somalia
2.01E+11,5/4/2012,2012,5,4,Mudug,Gaalkacyo,6.774396,47.429032,1,0,Unknown,,0,3,3,"05/04/2012: An explosive device detonated near the Mudug regional administration in Galkayo town, Mudug region, Somalia. Three people were injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Explosives,nan,nan,government,govt building,Government of Galmudug,administration building,Somalia
2.01E+11,5/5/2012,2012,5,5,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,"The specific motive is unknown; however, sources speculated that the abduction of the Minister of Finance may have been related to a conference being held in Mogadishu about the vetting of a constituent assembly to endorse Somalia's new constitution.",,,0,"05/05/2012: Gunmen assaulted and kidnapped the Somali minister for finance in Mogadishu city, Banaadir region, Somalia. The minister, Abdullahi Jama Koobweyne, was injured in the attack, and his whereabouts are unknown. No group claimed responsibility for the incident. Sources claimed Koobweyne was abducted because he planned to attend a conference to endorse a new Somali constitution.",hostage taking (kidnapping),Firearms,automatic firearms,nan,government,govt personnel,Somali Ministry of Finance,regional minister: abdullahi jama koobweyne,Somalia
2.01E+11,5/5/2012,2012,5,5,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,"The specific motive is unknown; however, sources noted that Ahmed Ado Anshur received death threats after reports on corruption and other political topics.",1,0,1,"05/05/2012: Gunmen shot Ahmed Ado Anshur in Dharkenleey area, Mogadishu city, Banaadir region, Somalia. Anshur, a journalist for the Shabelle radio station, was killed in the shooting. No group claimed responsibility for the attack.",Armed Assault,Firearms,automatic firearms,nan,journalists & media,journalist,Unknown,shabeelle radio journalist,Somalia
2.01E+11,5/7/2012,2012,5,7,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,9,2,11,"05/07/2012: Assailants with mortars and machine guns attacked African Union (AU) forces in Daynile area, Mogadishu city, Banaadir region, Somalia. Some of the mortar shells hit nearby civilian houses. Nine people, including two assailants, were killed, and two soldiers were injured in the attack. No group claimed responsibility for the incident; however, an AU source blamed Al-Shabaab.",Armed Assault,Explosives,machine-guns and mortar shells,machine-guns and mortar shells were used in the attack.,military,military personnel,African Union Mission in Somalia (AMISOM),amisom soldiers,Somalia
2.01E+11,5/7/2012,2012,5,7,Galguduud,Ceelbuur,4.684885,46.622805,1,0,Al Shabaab,,,,0,"05/07/2012: Assailants attacked a convoy of Ahlu Sunna Wal Jama'a fighters in the War Dhumaleh area of Ceelbuur town, Galguduud region, Somalia. Seven assailants were killed in the attack. No group claimed responsibility for the incident; however, media reports attributed it to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,paramilitary,Ahlu Sunna Wal Jamaa (ASWJ),forces,Somalia
2.01E+11,8/1/2011,2011,8,1,Nugaal,Garoowe,8.403308,48.488014,1,0,Unknown,The specific motive for the attack is unknown.,2,6,8,"08/01/2011: On Monday, in Garowe, Nugaal, Somalia, two people were killed and six people were injured when militants detonated an improvised explosive device that targeted a parade to celebrate the 13th anniversary of the formation of Puntland. No material damage was reported in the attack. No group has claimed responsibility for the attack.",Bombing/Explosion,Explosives,improvised explosive device (IED),an improvised explosive device was used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,8/18/2011,2011,8,18,Shabeellaha Hoose,Afgooye,2.14383,45.118061,1,0,Al Shabaab,The specific motive for the attack was due to the civilians actions of not fasting during Ramadan.,0,0,0,"08/18/2011: On Thursday, in Afgoye, Shabeellaha Hoose, Somalia, militants kidnapped 15 people that had been accused of not fasting during the Islamic month of Ramadan; no casualties were reported. The status of the hostages is unknown. No group has claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,5/8/2012,2012,5,8,Hiiraan,Beledweyne,4.73538,45.202402,1,0,Al Shabaab,,0,2,2,"05/08/2012: Assailants attacked soldiers of the Transitional Federal Government (TFG) in Beledweyne area, Hiiraan region, Somalia. Two soldiers were injured in the attack. No group claimed responsibility; however, a media source blamed Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Transitional Federal Government (TFG),soldiers,Somalia
2.01E+11,5/8/2012,2012,5,8,Galguduud,Dhuusamareeb,5.185013,46.825284,1,0,Al Shabaab,,5,0,5,"05/08/2012: Assailants attacked areas controlled by Ahlusunna Waljama and Ethiopian soldiers in Galguduud region, Somalia. Five people were killed in the attack, including four assailants and one Ethiopian soldier. No group claimed responsibility for the incident; however, eyewitnesses blamed Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military personnel,Ethiopian National Defense Forces (ENDF),ethiopian soldiers,Somalia
2.01E+11,5/8/2012,2012,5,8,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,3,0,3,"05/08/2012: A remote-controlled landmine detonated near a military vehicle in Wardhigley area, Mogadishu city, Banaadir region, Somalia. Three people, including two soldiers, were killed in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Explosives,remote controlled mine,remote controlled mine,military,military transportation/vehicle ,Transitional Federal Government (TFG),sna vehicles,Somalia
2.01E+11,5/9/2012,2012,5,9,Baay,Baydhaba,2.482519,43.483738,1,0,Al Shabaab,,,,0,"05/09/2012: Assailants attacked a convoy of Transitional Federal Government (TFG) coalition forces in Awdinle and Qansah-Dheere towns, Bay region, Somalia. The number of casualties in the attack are unknown. Al-Shabaab claimed responsibility for the attack.",Assailants attacked,Unknown,automatic firearms,nan,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),joint convoy,International
2.01E+11,5/9/2012,2012,5,9,Baay,Baydhaba,3.115641,43.646581,1,0,Unknown,,1,0,1,"05/09/2012: Two gunmen opened fire on Mohamed Ahmed Fanah, a coordinator for Islamic Relief United Kingdom, in Baidoa city, Bay region, Somalia. Fanah was killed in the gunfire. No group claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,ngo,international ngo,Islamic Relief Organization,islamic relief organization,International
2.01E+11,5/9/2012,2012,5,9,Galguduud,Ceelbuur,4.684885,46.622805,1,0,Unknown,,2,0,2,"05/09/2012: An explosive device detonated prematurely on two assailants who were trying to plant it in Ceelbuur district, Galguduud region, Somalia. The assailants were targeting Transitional Federal Government (TFG) Ethiopian forces. Both assailants died as a result of the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military convoy,African Union Mission in Somalia (AMISOM),amisom joint convoy,International
2.01E+11,8/23/2011,2011,8,23,Shabeellaha Hoose,Baraawe,1.114228,44.028706,1,0,Al Shabaab,The specific motive for the attack was due to spying allegations against the victims.,0,0,0,"08/23/2011: On Tuesday night, in the district of Barawe in Shabeellaha Hoose, Somalia, militants kidnapped three Somali teens that had been accused of spying for the Somali government on the al-Shabaab militant group; no casualties were reported. The status of the hostages is unknown. No group has claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
